date,gm1
10.06.2022,"302,4"
13.06.2022,"299,4"
14.06.2022,"293,2"
15.06.2022,"285,5"
16.06.2022,"285,5"
17.06.2022,"281,8"
20.06.2022,"278,7"
21.06.2022,"278,1"
22.06.2022,"278,5"
23.06.2022,"279,7"
24.06.2022,"279,1"
27.06.2022,"280,6"
28.06.2022,"284,9"
29.06.2022,"287,5"
30.06.2022,"285,9"
01.07.2022,"283,1"
04.07.2022,"281,3"
05.07.2022,"281,7"
06.07.2022,"283,4"
07.07.2022,"283,4"
08.07.2022,"285,1"
11.07.2022,"289,3"
12.07.2022,"291,1"
13.07.2022,"288,2"
14.07.2022,"285,6"
15.07.2022,"286,1"
18.07.2022,"282,8"
19.07.2022,"283,9"
20.07.2022,"285,9"
21.07.2022,"290,9"
22.07.2022,"293,3"
25.07.2022,"294,8"
26.07.2022,294
27.07.2022,"294,9"
28.07.2022,"293,1"
29.07.2022,"296,4"
01.08.2022,"298,6"
02.08.2022,"300,5"
03.08.2022,"301,4"
04.08.2022,"299,5"
05.08.2022,"301,2"
08.08.2022,"302,8"
09.08.2022,"301,9"
10.08.2022,"302,5"
11.08.2022,"298,8"
12.08.2022,"302,5"
15.08.2022,"302,5"
16.08.2022,"306,1"
17.08.2022,"308,1"
18.08.2022,"308,6"
19.08.2022,"306,4"
22.08.2022,"307,8"
23.08.2022,"305,7"
24.08.2022,"301,3"
25.08.2022,"300,1"
26.08.2022,"300,2"
29.08.2022,304
30.08.2022,"298,9"
31.08.2022,"297,5"
01.09.2022,296
02.09.2022,"295,6"
05.09.2022,"290,5"
06.09.2022,"293,1"
07.09.2022,"291,4"
08.09.2022,"289,8"
09.09.2022,"291,3"
12.09.2022,"291,9"
13.09.2022,294
14.09.2022,298
15.09.2022,"292,6"
16.09.2022,"290,8"
19.09.2022,"288,2"
20.09.2022,"285,4"
21.09.2022,"285,9"
22.09.2022,"285,1"
23.09.2022,"284,5"
26.09.2022,"281,7"
27.09.2022,"277,4"
28.09.2022,"275,3"
29.09.2022,"274,8"
30.09.2022,"273,9"
03.10.2022,"270,1"
04.10.2022,"270,1"
05.10.2022,"272,4"
06.10.2022,"280,5"
07.10.2022,"280,8"
10.10.2022,"280,7"
11.10.2022,"276,8"
12.10.2022,"274,8"
13.10.2022,"272,5"
14.10.2022,"269,4"
17.10.2022,"272,7"
18.10.2022,"271,3"
19.10.2022,"275,2"
20.10.2022,"278,4"
21.10.2022,275
24.10.2022,"274,7"
25.10.2022,"274,5"
26.10.2022,"274,5"
27.10.2022,"275,3"
28.10.2022,"280,4"
31.10.2022,"280,3"
01.11.2022,"280,3"
02.11.2022,"282,4"
03.11.2022,"283,3"
04.11.2022,"282,5"
07.11.2022,"279,5"
08.11.2022,"281,9"
09.11.2022,"283,3"
10.11.2022,"285,7"
11.11.2022,"281,8"
14.11.2022,"288,7"
15.11.2022,293
16.11.2022,"291,8"
17.11.2022,"293,2"
18.11.2022,"290,5"
21.11.2022,"289,1"
22.11.2022,"291,6"
23.11.2022,"290,5"
24.11.2022,291
25.11.2022,293
28.11.2022,294
29.11.2022,"293,9"
30.11.2022,"291,8"
01.12.2022,293
02.12.2022,"295,8"
05.12.2022,"297,8"
06.12.2022,"296,6"
07.12.2022,"294,5"
08.12.2022,"294,5"
09.12.2022,"290,4"
12.12.2022,291
13.12.2022,"291,6"
14.12.2022,"291,3"
15.12.2022,"293,5"
16.12.2022,293
19.12.2022,"288,4"
20.12.2022,"286,7"
21.12.2022,"285,5"
22.12.2022,284
23.12.2022,288
26.12.2022,288
27.12.2022,"286,1"
28.12.2022,286
29.12.2022,"286,5"
30.12.2022,"284,3"
02.01.2023,"287,1"
03.01.2023,"285,4"
04.01.2023,"287,4"
05.01.2023,"287,1"
06.01.2023,"287,1"
09.01.2023,"290,3"
10.01.2023,"291,4"
11.01.2023,"293,9"
12.01.2023,"294,1"
13.01.2023,"295,9"
16.01.2023,"297,4"
17.01.2023,"298,9"
18.01.2023,"300,2"
19.01.2023,"300,7"
20.01.2023,"300,5"
23.01.2023,297
24.01.2023,"299,7"
25.01.2023,"302,1"
26.01.2023,"301,4"
27.01.2023,"301,7"
30.01.2023,"304,4"
31.01.2023,"304,6"
01.02.2023,"302,7"
02.02.2023,"302,9"
03.02.2023,"305,2"
06.02.2023,"309,6"
07.02.2023,"309,4"
08.02.2023,"307,7"
09.02.2023,"307,8"
10.02.2023,"306,8"
13.02.2023,"307,4"
14.02.2023,"304,5"
15.02.2023,"306,3"
16.02.2023,"306,5"
17.02.2023,"307,4"
20.02.2023,"306,9"
21.02.2023,"305,6"
22.02.2023,305
23.02.2023,302
24.02.2023,"301,2"
27.02.2023,"302,5"
28.02.2023,"299,3"
01.03.2023,"300,3"
02.03.2023,"299,3"
03.03.2023,300
06.03.2023,"301,4"
07.03.2023,"303,8"
08.03.2023,"304,6"
09.03.2023,"302,9"
10.03.2023,"302,3"
13.03.2023,"298,1"
14.03.2023,"292,4"
15.03.2023,"288,5"
16.03.2023,"292,8"
17.03.2023,"288,4"
20.03.2023,"290,9"
21.03.2023,"288,1"
22.03.2023,"288,5"
23.03.2023,"291,8"
24.03.2023,"289,8"
27.03.2023,"292,2"
28.03.2023,"290,3"
29.03.2023,"291,1"
30.03.2023,291
31.03.2023,293
03.04.2023,296
04.04.2023,"298,3"
05.04.2023,"297,1"
06.04.2023,"296,5"
07.04.2023,"296,5"
10.04.2023,"296,5"
11.04.2023,"294,8"
12.04.2023,"295,5"
13.04.2023,"296,5"
14.04.2023,"295,7"
17.04.2023,"297,8"
18.04.2023,"299,2"
19.04.2023,"299,7"
20.04.2023,"299,8"
21.04.2023,"298,9"
24.04.2023,"297,6"
25.04.2023,"297,1"
26.04.2023,"297,3"
27.04.2023,294
28.04.2023,"293,3"
01.05.2023,"293,3"
02.05.2023,"295,9"
03.05.2023,"298,1"
04.05.2023,"295,4"
05.05.2023,"295,9"
08.05.2023,"295,3"
09.05.2023,"298,4"
10.05.2023,"299,5"
11.05.2023,"298,5"
12.05.2023,"298,7"
15.05.2023,"299,4"
16.05.2023,"299,2"
17.05.2023,"300,5"
18.05.2023,"300,5"
19.05.2023,"299,8"
22.05.2023,"302,1"
23.05.2023,"302,7"
24.05.2023,"303,8"
25.05.2023,"301,4"
26.05.2023,"298,2"
29.05.2023,"298,2"
30.05.2023,"298,4"
31.05.2023,"300,2"
01.06.2023,300
02.06.2023,"297,7"
05.06.2023,"299,8"
06.06.2023,"304,9"
07.06.2023,"305,1"
08.06.2023,"305,1"
09.06.2023,305
12.06.2023,"305,5"
13.06.2023,"306,2"
14.06.2023,"307,5"
15.06.2023,"308,8"
16.06.2023,"308,3"
19.06.2023,"309,1"
20.06.2023,"309,2"
21.06.2023,"307,8"
22.06.2023,"305,2"
23.06.2023,"303,4"
26.06.2023,"303,6"
27.06.2023,"301,2"
28.06.2023,"299,8"
29.06.2023,"302,2"
30.06.2023,"303,7"
03.07.2023,304
04.07.2023,"306,7"
05.07.2023,"307,3"
06.07.2023,"307,9"
07.07.2023,"305,6"
10.07.2023,"300,9"
11.07.2023,301
12.07.2023,"301,9"
13.07.2023,303
14.07.2023,"305,1"
17.07.2023,"306,6"
18.07.2023,"306,2"
19.07.2023,"306,1"
20.07.2023,308
21.07.2023,"309,4"
24.07.2023,"308,7"
25.07.2023,"309,3"
26.07.2023,310
27.07.2023,"311,7"
28.07.2023,"312,4"
31.07.2023,"312,4"
01.08.2023,314
02.08.2023,"315,3"
03.08.2023,314
04.08.2023,310
07.08.2023,"308,3"
08.08.2023,"308,5"
09.08.2023,"309,6"
10.08.2023,"307,6"
11.08.2023,"307,2"
14.08.2023,"307,9"
15.08.2023,"307,9"
16.08.2023,"306,1"
17.08.2023,"304,3"
18.08.2023,"302,9"
21.08.2023,"300,2"
22.08.2023,"298,9"
23.08.2023,"299,6"
24.08.2023,"301,1"
25.08.2023,"302,5"
28.08.2023,"301,8"
29.08.2023,"301,7"
30.08.2023,"303,7"
31.08.2023,"305,8"
01.09.2023,"306,9"
04.09.2023,"307,6"
05.09.2023,"308,9"
06.09.2023,"310,1"
07.09.2023,"308,1"
08.09.2023,"306,7"
11.09.2023,"304,5"
12.09.2023,"304,2"
13.09.2023,"305,6"
14.09.2023,"304,5"
15.09.2023,"304,9"
18.09.2023,"307,3"
19.09.2023,"306,1"
20.09.2023,"303,9"
21.09.2023,"302,8"
22.09.2023,"302,6"
25.09.2023,299
26.09.2023,"299,9"
27.09.2023,"298,8"
28.09.2023,297
29.09.2023,"296,4"
02.10.2023,"297,2"
03.10.2023,299
04.10.2023,"297,5"
05.10.2023,"293,3"
06.10.2023,"292,3"
09.10.2023,"292,6"
10.10.2023,"294,9"
11.10.2023,"294,5"
12.10.2023,"297,3"
13.10.2023,"298,8"
16.10.2023,"298,4"
17.10.2023,"294,9"
18.10.2023,"295,4"
19.10.2023,296
20.10.2023,"291,9"
23.10.2023,"288,6"
24.10.2023,286
25.10.2023,"285,2"
26.10.2023,"285,2"
27.10.2023,"285,8"
30.10.2023,"282,5"
31.10.2023,"281,5"
01.11.2023,"281,5"
02.11.2023,"283,4"
03.11.2023,286
06.11.2023,"290,2"
07.11.2023,"293,7"
08.11.2023,"294,7"
09.11.2023,"294,3"
10.11.2023,"294,4"
13.11.2023,"294,8"
14.11.2023,"294,8"
15.11.2023,"294,5"
16.11.2023,"299,7"
17.11.2023,"301,2"
20.11.2023,300
21.11.2023,301
22.11.2023,"302,5"
23.11.2023,"302,3"
24.11.2023,"302,7"
27.11.2023,"302,4"
28.11.2023,"302,7"
29.11.2023,302
30.11.2023,"301,8"
01.12.2023,"303,4"
04.12.2023,305
05.12.2023,"307,5"
06.12.2023,"306,9"
07.12.2023,"306,9"
08.12.2023,"306,9"
11.12.2023,"307,8"
12.12.2023,"309,6"
13.12.2023,"310,3"
14.12.2023,310
15.12.2023,"310,7"
18.12.2023,"316,7"
19.12.2023,"316,3"
20.12.2023,"315,5"
21.12.2023,"317,2"
22.12.2023,"315,9"
25.12.2023,"315,9"
26.12.2023,"315,9"
27.12.2023,"316,8"
28.12.2023,"317,3"
29.12.2023,"318,8"
1 Jahr,"1,127%"
3 Jahre p.a.,229%
5 Jahre p.a.,892%
10 Jahre p.a.,761%
YTD,"1,214%"
